Index,Fixture,Date,Promotion,Match type,Event,WON rating
1766,Bret Hart vs. Greg Valentine,05/08/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1767,King Duggan vs. Rick Rude,04/25/1989,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #21 ,
1768,Jim Neidhart vs. Randy Savage,04/25/1989,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #21 ,
1769,Greg Valentine vs. The Blue Blazer,04/24/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1770,Jake Roberts vs. Ted DiBiase,04/24/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1771,Hulk Hogan vs. Randy Savage,04/23/1989,World Wrestling Federation,Singles,WWF ,
1772,Bret Hart vs. Mr. Perfect,04/23/1989,World Wrestling Federation,Singles,WWF ,
1773,Andre The Giant vs. Bret Hart,04/10/1989,World Wrestling Federation,Singles,WWF On Tele+2 ,
1774,Andre The Giant vs. Jake Roberts,04/02/1989,World Wrestling Federation,Singles,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1775,Arn Anderson & Tully Blanchard vs. Rick Martel & Tito Santana,04/02/1989,World Wrestling Federation,Tag Team,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1776,Hulk Hogan vs. Randy Savage,04/02/1989,World Wrestling Federation,Singles,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1777,Hercules vs. King Haku,04/02/1989,World Wrestling Federation,Singles,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1778,Akeem & The Big Boss Man vs. Marty Jannetty & Shawn Michaels,04/02/1989,World Wrestling Federation,Tag Team,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1779,Brutus Beefcake vs. Ted DiBiase,04/02/1989,World Wrestling Federation,Singles,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1780,Butch & Luke vs. Jacques Rougeau & Raymond Rougeau,04/02/1989,World Wrestling Federation,Tag Team,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1781,Mr. Perfect vs. The Blue Blazer,04/02/1989,World Wrestling Federation,Singles,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1782,"Ax & Smash vs. Mr. Fuji, The Barbarian & The Warlord",04/02/1989,World Wrestling Federation,Three On Two Handicap,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1783,Bret Hart & Jim Neidhart vs. Greg Valentine & The Honky Tonk Man,04/02/1989,World Wrestling Federation,Tag Team,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1784,Rick Rude vs. The Ultimate Warrior,04/02/1989,World Wrestling Federation,Singles,"WWF WrestleMania V - ""The Mega-Powers Explode"" ",
1785,Bret Hart vs. Ted DiBiase,03/20/1989,World Wrestling Federation,Singles,WWF Prime Time Wrestling #209 ,
1786,Arn Anderson & Tully Blanchard vs. Marty Jannetty & Shawn Michaels,03/18/1989,World Wrestling Federation,Tag Team,WWF on NESN ,
1787,Hulk Hogan vs. The Big Boss Man,03/18/1989,World Wrestling Federation,Steel Cage,WWF on MSG Network ,***3/4
1788,Arn Anderson & Tully Blanchard vs. Marty Jannetty & Shawn Michaels,03/18/1989,World Wrestling Federation,Tag Team,WWF on MSG Network ,****1/4
1789,Arn Anderson & Tully Blanchard vs. Marty Jannetty & Shawn Michaels,03/08/1989,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
1790,King Haku vs. Rick Martel,02/20/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1791,Brutus Beefcake vs. Rick Rude,02/20/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1792,Brutus Beefcake vs. Rick Rude,02/16/1989,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #20 ,
1793,Bad News Brown vs. Hulk Hogan,02/16/1989,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #20 ,
1794,Arn Anderson & Tully Blanchard vs. Marty Jannetty & Shawn Michaels,02/16/1989,World Wrestling Federation,Tag Team,WWF Saturday Night's Main Event #20 ,
1795,Akeem vs. Big John Studd,02/15/1989,World Wrestling Federation,Singles,WWF TV Taping ,
1796,Rick Rude vs. Tito Santana,02/11/1989,World Wrestling Federation,Singles,WWF on NESN ,
1797,Akeem & The Big Boss Man vs. Hulk Hogan & Randy Savage,02/03/1989,World Wrestling Federation,Tag Team,WWF The Main Event II ,
1798,Hercules vs. Ted DiBiase,02/03/1989,World Wrestling Federation,Singles,WWF The Main Event II ,
1799,Arn Anderson & Tully Blanchard vs. Marty Jannetty & Shawn Michaels,01/29/1989,World Wrestling Federation,Tag Team,WWF on Z Channel ,
1800,Brutus Beefcake vs. Rick Rude,01/29/1989,World Wrestling Federation,Singles,WWF on Z Channel ,
1801,Danny Davis vs. Sam Houston,01/23/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1802,Brutus Beefcake vs. Mr. Perfect,01/23/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1803,Jose Estrada vs. Tim Horner,01/23/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1804,Bret Hart vs. The Honky Tonk Man,01/23/1989,World Wrestling Federation,Singles,WWF on MSG Network ,
1805,Arn Anderson & Tully Blanchard vs. Marty Jannetty & Shawn Michaels,01/23/1989,World Wrestling Federation,Tag Team,WWF on MSG Network ,
1806,Harley Race vs. King Haku,01/15/1989,World Wrestling Federation,Singles,WWF Royal Rumble 1989 ,
1807,"Bret Hart, Jim Duggan & Jim Neidhart vs. Dino Bravo, Jacques Rougeau & Raymond Rougeau",01/15/1989,World Wrestling Federation,Best Two Out Of Three Falls Six Man Tag Team,WWF Royal Rumble 1989 ,
1808,Judy Martin vs. Rockin' Robin,01/15/1989,World Wrestling Federation,Singles,WWF Royal Rumble 1989 ,
1809,Akeem vs. Andre The Giant vs. Arn Anderson vs. Ax vs. Bad News Brown vs. Big John Studd vs. Brutus Beefcake vs. Butch vs. Greg Valentine vs. Hercules vs. Hulk Hogan vs. Jake Roberts vs. Koko B. Ware vs. Luke vs. Marty Jannetty vs. Mr. Perfect vs. Randy Savage vs. Rick Martel vs. Ron Bass vs. Ronnie Garvin vs. Shawn Michaels vs. Smash vs. Ted DiBiase vs. The Barbarian vs. The Big Boss Man vs. The Honky Tonk Man vs. The Red Rooster vs. The Warlord vs. Tito Santana vs. Tully Blanchard,01/15/1989,World Wrestling Federation,Royal Rumble,WWF Royal Rumble 1989 ,
1810,Ax & Smash vs. The Barbarian & The Warlord,01/14/1989,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
1811,Arn Anderson & Tully Blanchard vs. Marty Jannetty & Shawn Michaels,01/13/1989,World Wrestling Federation,Tag Team,WWF on NESN ,
1812,Lanny Poffo vs. Steve Lombardi,01/13/1989,World Wrestling Federation,Singles,WWF on NESN ,
1813,Boris Zhukov & Nikolai Volkoff vs. Butch & Luke,01/13/1989,World Wrestling Federation,Tag Team,WWF on NESN ,
1814,Akeem vs. The Blue Blazer,01/13/1989,World Wrestling Federation,Singles,WWF on NESN ,
1815,Greg Valentine vs. Ronnie Garvin,01/13/1989,World Wrestling Federation,Singles,WWF on NESN ,
1816,Dino Bravo vs. Jim Duggan,01/13/1989,World Wrestling Federation,Flag,WWF on NESN ,
1817,Hulk Hogan vs. The Big Boss Man,01/13/1989,World Wrestling Federation,Singles,WWF on NESN ,
1818,Boris Zhukov & Nikolai Volkoff vs. Butch & Luke,12/30/1988,World Wrestling Federation,Tag Team,WWF on MSG Network ,
1819,Barry Horowitz vs. Tim Horner,12/30/1988,World Wrestling Federation,Singles,WWF on MSG Network ,***1/4
1820,Bad News Brown vs. Randy Savage,12/30/1988,World Wrestling Federation,Singles,WWF on MSG Network ,***1/4
1821,Arn Anderson & Tully Blanchard vs. Marty Jannetty & Shawn Michaels,12/17/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
1822,The Honky Tonk Man vs. The Ultimate Warrior,12/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #19 ,
1823,Brutus Beefcake vs. Ron Bass,12/07/1988,World Wrestling Federation,Hair Vs. Hair,WWF Saturday Night's Main Event #19 ,
1824,Akeem vs. Hulk Hogan,12/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #19 ,
1825,The Red Rooster vs. Tito Santana,12/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #19 ,
1826,"Andre The Giant, Dino Bravo, Harley Race, Mr. Perfect & Rick Rude vs. Jake Roberts, Jim Duggan, Ken Patera, Scott Casey & Tito Santana",11/24/1988,World Wrestling Federation,Survivor Series Elimination,WWF Survivor Series 1988 ,
1827,"Bad News Brown, Danny Davis, Greg Valentine, Ron Bass & The Honky Tonk Man vs. Brutus Beefcake, Jim Brunzell, Sam Houston, The Blue Blazer & The Ultimate Warrior",11/24/1988,World Wrestling Federation,Survivor Series Elimination,WWF Survivor Series 1988 ,
1828,"Akeem, King Haku, Ted DiBiase, The Big Boss Man & The Red Rooster vs. Hercules, Hillbilly Jim, Hulk Hogan, Koko B. Ware & Randy Savage",11/24/1988,World Wrestling Federation,Survivor Series Elimination,WWF Survivor Series 1988 ,
1829,"Arn Anderson, Ax, Boris Zhukov, Conquistador Dos, Conquistador Uno, Jacques Rougeau, Nikolai Volkoff, Raymond Rougeau, Smash & Tully Blanchard vs. Bret Hart, Davey Boy Smith, Jim Neidhart, Jim Powers, Marty Jannetty, Paul Roma, Shawn Michaels, The Barbarian, The Dynamite Kid & The Warlord",11/24/1988,World Wrestling Federation,Survivor Series Elimination,WWF Survivor Series 1988 ,***1/2
1830,Arn Anderson & Tully Blanchard vs. Jim Powers & Paul Roma,11/17/1988,World Wrestling Federation,Tag Team,WWF on Z Channel ,
1831,Danny Davis vs. The Blue Blazer,11/17/1988,World Wrestling Federation,Singles,WWF on Z Channel ,
1832,Barry Horowitz & Steve Lombardi vs. Marty Jannetty & Shawn Michaels,11/16/1988,World Wrestling Federation,Tag Team,WWF Wrestling Challenge #118 ,
1833,Andre The Giant vs. Randy Savage,11/16/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #18 ,
1834,Hulk Hogan vs. King Haku,10/25/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #17 ,
1835,Jake Roberts vs. Rick Rude,10/25/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #17 ,
1836,Ax & Smash vs. Bret Hart & Jim Neidhart,10/25/1988,World Wrestling Federation,Tag Team,WWF Saturday Night's Main Event #17 ,
1837,Andre The Giant vs. Randy Savage,10/24/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1838,Ax & Smash vs. Marty Jannetty & Shawn Michaels,10/24/1988,World Wrestling Federation,Tag Team,WWF on MSG Network ,
1839,Jake Roberts vs. Rick Rude,10/24/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1840,Hulk Hogan vs. King Haku,10/16/1988,World Wrestling Federation,Singles,WWF on Z Channel ,
1841,Ax & Smash vs. Davey Boy Smith & The Dynamite Kid,10/15/1988,World Wrestling Federation,Tag Team,WWF ,
1842,Andre The Giant vs. The Junkyard Dog,10/07/1988,World Wrestling Federation,Singles,WWF ,
1843,Don Muraco vs. Greg Valentine,10/07/1988,World Wrestling Federation,Singles,WWF ,
1844,Ax & Smash vs. Davey Boy Smith & The Dynamite Kid,10/07/1988,World Wrestling Federation,Tag Team,WWF ,
1845,Akeem vs. Randy Savage,10/07/1988,World Wrestling Federation,Singles,WWF ,
1846,Rockin' Robin vs. Sensational Sherri,10/07/1988,World Wrestling Federation,Singles,WWF ,
1847,Barry Horowitz vs. Lanny Poffo,10/07/1988,World Wrestling Federation,Singles,WWF ,
1848,Andre The Giant vs. Randy Savage,09/29/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1849,King Haku vs. The Junkyard Dog,09/29/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1850,Randy Savage vs. Ted DiBiase,09/24/1988,World Wrestling Federation,Steel Cage,WWF on PRISM Network ,
1851,Davey Boy Smith & The Dynamite Kid vs. Jacques Rougeau & Raymond Rougeau,08/29/1988,World Wrestling Federation,Tag Team,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1852,Andre The Giant & Ted DiBiase vs. Hulk Hogan & Randy Savage,08/29/1988,World Wrestling Federation,Tag Team,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1853,Bad News Brown vs. Ken Patera,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1854,Rick Rude vs. The Junkyard Dog,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1855,Boris Zhukov & Nikolai Volkoff vs. The Barbarian & The Warlord,08/29/1988,World Wrestling Federation,Tag Team,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1856,Dino Bravo vs. Don Muraco,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1857,Ax & Smash vs. Bret Hart & Jim Neidhart,08/29/1988,World Wrestling Federation,Tag Team,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1858,Koko B. Ware vs. The Big Boss Man,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1859,Hercules vs. Jake Roberts,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks ,
1860,Curt Hennig vs. SD Jones,08/13/1988,World Wrestling Federation,Singles,WWF on Z Channel ,
1861,Barry Horowitz vs. The Blue Angel,08/13/1988,World Wrestling Federation,Singles,WWF on Z Channel ,***
1862,Andre The Giant vs. Hulk Hogan,07/31/1988,World Wrestling Federation,Steel Cage,WWF Wrestlefest 1988 ,
1863,King Haku vs. SD Jones,07/25/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1864,Bobby Heenan vs. The Ultimate Warrior,07/15/1988,World Wrestling Federation,Loser Wears Weasel Suit,WWF on Z Channel ,
1865,Jake Roberts vs. Rick Rude,07/15/1988,World Wrestling Federation,Singles,WWF on Z Channel ,
1866,Conquistador Dos & Conquistador Uno vs. Davey Boy Smith & The Dynamite Kid,07/14/1988,World Wrestling Federation,Tag Team,WWF Wrestling Challenge #100 ,
1867,Scott Casey vs. The Iron Sheik,07/09/1988,World Wrestling Federation,Singles,WWF on NESN ,
1868,Andre The Giant vs. Bam Bam Bigelow,06/25/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1869,Scott Casey vs. The Big Boss Man,06/25/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1870,Bad News Brown vs. Jim Neidhart,06/25/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1871,Conquistador Dos & Conquistador Uno vs. Jacques Rougeau & Raymond Rougeau,06/25/1988,World Wrestling Federation,Tag Team,WWF on MSG Network ,
1872,Randy Savage vs. Ted DiBiase,06/25/1988,World Wrestling Federation,Steel Cage,WWF on MSG Network ,****1/2
1873,Conquistador Uno vs. Jerry Allen,06/04/1988,World Wrestling Federation,Singles,WWF on NESN ,
1874,Bam Bam Bigelow vs. Hercules,06/04/1988,World Wrestling Federation,Singles,WWF on NESN ,
1875,B. Brian Blair & Jim Brunzell vs. Jacques Rougeau & Raymond Rougeau,06/01/1988,World Wrestling Federation,Tag Team,WWF Superstars #94 ,
1876,B. Brian Blair & Jim Brunzell vs. Bret Hart & Jim Neidhart,05/31/1988,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
1877,Iron Mike Sharpe vs. Jerry Allen,05/27/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1878,SD Jones vs. The Conquistador,05/27/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1879,Jerry Allen vs. Steve Lombardi,05/22/1988,World Wrestling Federation,Singles,WWF TV Taping ,
1880,"Bobby Heenan, Haku & Sivi Afi vs. Davey Boy Smith, Koko B. Ware & The Dynamite Kid",05/21/1988,World Wrestling Federation,Six Man Tag Team,WWF on PRISM Network ,
1881,Jerry Allen vs. Steve Lombardi,05/21/1988,World Wrestling Federation,Singles,WWF on PRISM Network ,
1882,Pete Doherty vs. SD Jones,05/07/1988,World Wrestling Federation,Singles,WWF on NESN ,
1883,Iron Mike Sharpe vs. Scott Casey,05/07/1988,World Wrestling Federation,Singles,WWF on NESN ,
1884,Randy Savage vs. Ted DiBiase,04/25/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1885,Barry Horowitz vs. Jose Luis Rivera,04/25/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1886,Brady Boone vs. Steve Lombardi,04/25/1988,World Wrestling Federation,Singles,WWF on MSG Network ,
1887,Rick Gantner & Tony Ulysses vs. Rick Martel & Tito Santana,04/22/1988,World Wrestling Federation,Tag Team,WWF Wrestling Challenge #89 ,
1888,Randy Savage vs. The One Man Gang,04/22/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #16 ,
1889,Hercules vs. Jim Duggan,04/22/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #16 ,
1890,"Brady Boone, Outback Jack & Steve Blackman vs. Haku, High Chief Afi & Tama",04/21/1988,World Wrestling Federation,Six Man Tag Team,WWF Superstars #86 ,
1891,Andre The Giant vs. Hulk Hogan,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1892,"Bobby Heenan, Haku & Tama vs. Davey Boy Smith, Koko B. Ware & The Dynamite Kid",03/27/1988,World Wrestling Federation,Six Man Tag Team,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1893,Greg Valentine vs. Ricky Steamboat,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1894,Greg Valentine vs. Randy Savage,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1895,Randy Savage vs. Ted DiBiase,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1896,Don Muraco vs. Ted DiBiase,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1897,Ax & Smash vs. Rick Martel & Tito Santana,03/27/1988,World Wrestling Federation,Tag Team,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1898,Butch Reed vs. Randy Savage,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1899,B. Brian Blair vs. Bad News Brown vs. Boris Zhukov vs. Bret Hart vs. Danny Davis vs. George Steele vs. Hillbilly Jim vs. Jacques Rougeau vs. Jim Brunzell vs. Jim Neidhart vs. Jim Powers vs. Ken Patera vs. King Harley Race vs. Nikolai Volkoff vs. Paul Roma vs. Raymond Rougeau vs. Ron Bass vs. Sam Houston vs. Sika vs. The Junkyard Dog,03/27/1988,World Wrestling Federation,Battle Royal,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1900,Jake Roberts vs. Rick Rude,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1901,Brutus Beefcake vs. The Honky Tonk Man,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching"" ",
1902,Dino Bravo vs. Koko B. Ware,03/13/1988,World Wrestling Federation,Singles,WWF TV ,
1903,Leilani Kai vs. Noriyo Tateno,03/13/1988,World Wrestling Federation,Singles,WWF TV ,
1904,Johnny V vs. SD Jones,03/13/1988,World Wrestling Federation,Singles,WWF TV ,
1905,B. Brian Blair & Jim Brunzell vs. Boris Zhukov & Nikolai Volkoff,03/13/1988,World Wrestling Federation,Tag Team,WWF TV ,
1906,Itsuki Yamazaki & Noriyo Tateno vs. Judy Martin & Leilani Kai,03/12/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
1907,Johnny V vs. SD Jones,03/12/1988,World Wrestling Federation,Singles,WWF on PRISM Network ,
1908,B. Brian Blair & Jim Brunzell vs. Boris Zhukov & Nikolai Volkoff,03/12/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
1909,Brutus Beefcake vs. Greg Valentine,03/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #15 ,*3/4
1910,Randy Savage vs. Ted DiBiase,03/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #15 ,****1/2
1911,Hulk Hogan vs. King Harley Race,03/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #15 ,**1/4
1912,Danny Davis vs. Sam Houston,03/05/1988,World Wrestling Federation,Singles,WWF on NESN ,
1913,Itsuki Yamazaki & Noriyo Tateno vs. Judy Martin & Leilani Kai,03/05/1988,World Wrestling Federation,Tag Team,WWF on NESN ,
